name:START_ID :TYPE name:END_ID
518 subClassOf 448
518 label 940
518 seeAlso 988
518 comment 1064
518 isDefinedBy 3
519 type 7
519 domain 541
519 range 611
519 label 1034
519 isDefinedBy 3
520 isDefinedBy 3
520 type 7
520 type 26
520 range 88
520 subPropertyOf 70
520 domain 66
520 type 99
522 allValuesFrom 235
522 type 232
522 onProperty 409
523 type 68
523 subClassOf 68
523 isDefinedBy 3
523 seeAlso 789
523 label 936
524 isDefinedBy 3
524 seeAlso 737
524 subClassOf 448
524 comment 1022
524 label 1035
524 type 68
525 first 526
525 rest 9
526 label 742
526 comment 898
526 isDefinedBy 3
526 equivalentClass 637
526 type 68
527 range 448
527 domain 32
527 isDefinedBy 3
527 type 7
527 comment 1299
530 onProperty 445
530 cardinality 188
530 type 232
531 isDefinedBy 3
531 type 198
531 type 47
531 label 1025
531 type 37
532 type 26
532 subPropertyOf 610
532 range 88
532 comment 958
532 isDefinedBy 3
532 domain 261
533 isDefinedBy 3
533 type 26
533 domain 276
533 range 125
533 comment 1157
533 type 99
534 type 37
534 type 211
534 label 716
534 isDefinedBy 3
534 type 198
535 intersectionOf 536
535 type 68
536 first 697
536 rest 1108
537 domain 90
537 comment 570
537 range 88
537 isDefinedBy 3
537 type 26
537 label 1216
539 rest 19
539 first 481
540 rest 9
540 first 613
541 type 68
541 isDefinedBy 3
541 seeAlso 869
541 subClassOf 448
541 label 1043
541 comment 1153
542 rest 9
542 first 469
543 rest 44
543 first 469
544 first 483
544 rest 817
545 subClassOf 546
545 isDefinedBy 3
545 label 928
545 type 68
546 label 652
546 type 68
546 subClassOf 55
546 isDefinedBy 3
547 domain 406
547 isDefinedBy 3
547 type 7
547 range 66
547 type 99
548 isDefinedBy 3
548 label 792
548 type 198
548 type 37
548 type 304
550 type 198
550 seeAlso 1129
550 type 37
550 isDefinedBy 3
550 type 304
550 label 1244
553 maxCardinality 188
553 onProperty 102
553 type 232
555 rest 556
555 first 235
556 rest 497
556 first 32
557 first 406
557 rest 656
558 type 68
558 unionOf 989
561 rest 562
561 first 184
562 rest 9
562 first 32
563 type 232
563 onProperty 54
563 minCardinality 188
564 type 68
564 comment 833
564 isDefinedBy 3
564 seeAlso 1066
565 label 566
565 seeAlso 801
565 subClassOf 448
565 type 68
565 comment 1264
565 isDefinedBy 3
567 maxCardinality 188
567 type 232
567 onProperty 96
568 first 531
568 rest 9
569 isDefinedBy 3
569 domain 447
569 range 535
569 type 7
571 type 99
571 comment 949
571 domain 38
571 type 26
571 range 88
571 isDefinedBy 3
572 domain 86
572 type 26
572 isDefinedBy 3
572 subPropertyOf 14
572 range 1302
572 type 99
575 seeAlso 576
575 subClassOf 298
575 type 68
575 isDefinedBy 3
575 comment 1281
575 label 1285
578 domain 235
578 comment 679
578 range 88
578 type 26
578 isDefinedBy 3
578 label 1174
579 isDefinedBy 3
579 subClassOf 145
579 comment 930
579 subClassOf 187
579 type 68
579 label 1275
580 rest 271
580 first 983
581 comment 582
581 isDefinedBy 3
581 domain 313
581 type 7
581 range 815
584 unionOf 377
584 type 68
585 label 586
585 isDefinedBy 3
585 type 26
585 range 12
585 domain 198
585 deprecated 639
588 label 589
588 type 198
588 isDefinedBy 3
588 type 37
588 type 211
590 subClassOf 121
590 type 68
590 label 1027
590 isDefinedBy 3
591 first 592
591 rest 921
592 type 198
592 type 37
592 type 211
592 isDefinedBy 3
592 label 1312
593 cardinality 188
593 type 232
593 onProperty 102
594 type 183
594 type 37
594 type 198
594 isDefinedBy 3
594 label 1292
595 type 68
596 range 88
596 label 967
596 type 26
596 subPropertyOf 70
596 isDefinedBy 3
596 domain 339
596 type 7
597 comment 598
597 label 981
597 subClassOf 63
597 isDefinedBy 3
597 seeAlso 64
597 type 68
597 seeAlso 1298
599 distinctMembers 438
599 type 174
600 range 38
600 isDefinedBy 3
600 domain 526
600 type 7
600 type 99
601 type 68
601 unionOf 1249
602 first 603
602 rest 9
603 type 232
603 someValuesFrom 1085
603 onProperty 151
605 rest 9
605 first 91
607 type 26
607 isDefinedBy 3
607 label 1012
607 range 293
607 type 99
607 comment 1093
607 domain 351
608 subPropertyOf 70
608 type 26
608 type 7
608 label 1049
608 range 88
608 isDefinedBy 3
608 domain 66
609 type 68
609 comment 841
609 isDefinedBy 3
609 label 1154
609 subClassOf 162
609 seeAlso 1284
610 isDefinedBy 3
610 type 26
610 domain 261
610 range 88
610 comment 1203
611 type 68
611 comment 131
611 isDefinedBy 3
611 label 1043
612 unionOf 778
612 type 68
613 type 232
613 onClass 314
613 onProperty 894
613 maxQualifiedCardinality 188
614 domain 615
614 comment 804
614 isDefinedBy 3
614 type 7
614 range 448
615 type 68
615 unionOf 322
616 first 66
616 rest 9
617 label 618
617 subClassOf 21
617 type 68
617 isDefinedBy 3
617 comment 1262
619 type 68
619 unionOf 835
620 first 416
620 rest 693
621 type 68
621 unionOf 418
622 rest 542
622 first 348
625 first 626
625 rest 591
626 label 955
626 type 198
626 type 37
626 type 211
626 isDefinedBy 3
627 rest 499
627 first 687
629 subClassOf 198
629 seeAlso 64
629 type 68
629 comment 1193
629 isDefinedBy 3
629 label 1297
630 unionOf 946
630 type 68
631 first 469
631 rest 668
632 subClassOf 441
632 label 925
632 isDefinedBy 3
632 type 68
632 comment 1306
633 seeAlso 634
633 type 233
633 label 934
633 type 198
633 isDefinedBy 3
633 type 37
633 comment 1277
635 type 7
635 isDefinedBy 3
635 domain 389
636 allValuesFrom 249
636 onProperty 796
636 type 232
637 someValuesFrom 198
637 type 232
637 onProperty 600
640 isDefinedBy 3
640 range 125
640 type 26
640 domain 726
640 type 99
641 domain 611
641 range 235
641 isDefinedBy 3
641 type 7
641 label 1248
642 type 183
642 type 198
642 isDefinedBy 3
642 type 37
642 label 1318
643 onProperty 409
643 type 232
643 allValuesFrom 66
644 range 88
644 comment 953
644 domain 38
644 isDefinedBy 3
644 type 26
645 label 646
645 type 68
645 subClassOf 448
645 comment 1194
645 seeAlso 1236
645 isDefinedBy 3
647 isDefinedBy 3
647 subClassOf 397
647 type 68
647 seeAlso 1125
647 subClassOf 32
648 label 649
648 isDefinedBy 3
648 comment 897
648 type 7
648 range 1048
648 domain 86
650 type 68
650 label 696
650 subClassOf 121
650 isDefinedBy 3
653 allValuesFrom 32
653 onProperty 409
653 type 232
654 comment 655
654 type 26
654 domain 83
654 range 125
654 isDefinedBy 3
656 first 32
656 rest 675
660 label 661
660 type 26
660 isDefinedBy 3
660 comment 1105
660 range 293
660 type 99
660 domain 351
662 type 174
662 distinctMembers 705
664 rest 568
664 first 77
665 rest 373
665 first 384
666 type 7
666 isDefinedBy 3
666 range 846
666 domain 66
668 rest 9
668 first 348
670 domain 323
670 isDefinedBy 3
670 type 7
671 range 354
671 type 99
671 isDefinedBy 3
671 type 26
671 domain 840
671 comment 1147
673 type 198
673 isDefinedBy 3
673 type 37
673 type 211
673 label 1223
674 first 32
674 rest 194
675 rest 9
675 first 86
676 onProperty 228
676 type 232
676 onClass 229
676 qualifiedCardinality 188
677 type 174
677 distinctMembers 923
680 type 99
680 seeAlso 795
680 range 12
680 domain 313
680 type 26
680 isDefinedBy 3
681 first 682
681 rest 9
682 comment 715
682 label 762
682 type 68
682 equivalentClass 842
682 isDefinedBy 3
682 subClassOf 526
683 type 183
683 type 198
683 label 907
683 isDefinedBy 3
683 type 37
684 label 685
684 type 68
684 isDefinedBy 3
684 subClassOf 55
687 comment 688
687 type 37
687 label 763
687 type 198
687 type 47
687 isDefinedBy 3
689 type 68
689 subClassOf 448
689 label 829
689 seeAlso 1179
689 isDefinedBy 3
689 comment 1304
690 isDefinedBy 3
690 subClassOf 546
690 type 68
690 label 1135
691 type 26
691 isDefinedBy 3
691 type 99
691 domain 172
691 range 125
692 type 68
692 isDefinedBy 3
692 label 1036
692 disjointWith 397
692 equivalentClass 288
692 comment 1187
693 first 23
693 rest 9
694 label 695
694 seeAlso 700
694 range 63
694 domain 63
694 seeAlso 1074
694 isDefinedBy 3
694 type 7
694 comment 1286
697 onClass 229
697 qualifiedCardinality 188
697 type 232
697 onProperty 228
698 unionOf 620
698 type 68
699 type 68
699 intersectionOf 844
701 distinctMembers 15
701 type 174
703 type 68
703 label 830
703 subClassOf 441
703 comment 1170
703 isDefinedBy 3
705 first 175
705 rest 978
709 label 710
709 seeAlso 727
709 isDefinedBy 3
709 type 68
709 subClassOf 448
711 type 198
711 type 37
711 type 211
711 isDefinedBy 3
711 label 1151
712 rest 9
712 first 371
713 rest 714
713 type 43
713 first 1133
714 type 43
714 first 1052
714 rest 9
717 range 406
717 isDefinedBy 3
717 type 7
717 domain 86
718 rest 719
718 first 235
719 rest 166
719 first 32
724 rest 725
724 first 448
725 first 32
725 rest 525
726 unionOf 674
726 type 68
729 comment 730
729 type 99
729 range 564
729 isDefinedBy 3
729 type 7
731 allValuesFrom 32
731 onProperty 136
731 type 232
733 type 68
733 unionOf 718
736 rest 769
736 first 38
738 type 68
738 isDefinedBy 3
738 comment 1172
738 subClassOf 441
738 label 1301
739 first 404
739 rest 9
743 type 68
743 subClassOf 145
743 label 998
743 isDefinedBy 3
743 subClassOf 808
743 comment 1271
744 comment 745
744 type 68
744 seeAlso 1118
744 subClassOf 298
744 label 1252
744 isDefinedBy 3
746 isDefinedBy 3
746 subClassOf 684
746 label 1185
746 type 68
747 comment 748
747 isDefinedBy 3
747 range 145
747 domain 145
747 type 7
747 label 1202
749 subClassOf 313
749 type 68
749 seeAlso 795
749 isDefinedBy 3
749 label 1158
749 comment 1176
751 first 421
751 rest 963
753 oneOf 713
753 type 259
754 unionOf 755
754 type 68
755 first 184
755 rest 1007
756 rest 975
756 first 448
757 domain 758
757 range 354
757 type 99
757 isDefinedBy 3
757 comment 1320
757 type 26
758 unionOf 155
758 type 68
765 rest 427
765 first 673
766 first 285
766 rest 982
768 type 68
768 intersectionOf 539
769 first 320
769 rest 911
770 range 50
770 isDefinedBy 3
770 type 7
770 domain 1073
771 rest 9
771 first 32
772 type 174
772 distinctMembers 1042
775 type 68
775 oneOf 153
778 rest 794
778 first 184
781 isDefinedBy 3
781 label 848
781 subClassOf 121
781 type 68
782 type 232
782 hasValue 639
782 onProperty 120
784 type 37
784 type 198
784 type 304
784 isDefinedBy 3
784 label 1072
786 type 68
786 unionOf 555
787 comment 788
787 range 12
787 domain 38
787 isDefinedBy 3
787 type 26
790 label 791
790 isDefinedBy 3
790 subClassOf 546
790 type 68
793 type 183
793 label 888
793 type 198
793 isDefinedBy 3
793 type 37
794 rest 9
794 first 32
796 range 249
796 domain 118
796 comment 1015
796 isDefinedBy 3
796 type 7
798 type 68
798 label 849
798 subClassOf 546
798 isDefinedBy 3
799 comment 800
799 subPropertyOf 330
799 type 26
799 isDefinedBy 3
802 unionOf 180
802 type 68
806 type 7
806 comment 843
806 isDefinedBy 3
806 domain 364
806 subPropertyOf 1045
808 onProperty 70
808 type 232
808 cardinality 188
811 rest 812
811 first 356
812 first 1008
812 rest 335
813 domain 814
813 isDefinedBy 3
813 type 7
813 range 181
814 type 68
814 unionOf 1000
815 seeAlso 795
815 comment 892
815 type 68
815 label 1160
815 isDefinedBy 3
817 first 784
817 rest 1239
822 rest 823
822 first 32
823 rest 9
823 first 86
825 unionOf 561
825 type 68
827 isDefinedBy 3
827 type 7
827 domain 51
827 range 406
827 type 99
827 type 1195
828 first 66
828 rest 9
831 label 832
831 type 198
831 isDefinedBy 3
831 type 37
831 type 211
834 type 198
834 label 878
834 type 37
834 type 211
834 isDefinedBy 3
835 rest 836
835 first 184
836 first 32
836 rest 9
838 isDefinedBy 3
838 subPropertyOf 330
838 comment 1091
838 type 26
840 type 68
840 unionOf 1003
842 type 68
842 intersectionOf 927
844 rest 391
844 first 397
846 isDefinedBy 3
846 type 68
846 comment 1228
846 label 1288
850 type 174
850 distinctMembers 302
851 type 232
851 allValuesFrom 312
851 onProperty 670
855 type 233
855 type 37
855 type 198
855 label 1214
855 isDefinedBy 3
856 type 198
856 type 37
856 comment 1087
856 label 1101
856 type 211
858 rest 9
858 first 314
859 rest 9
859 first 834
861 rest 580
861 first 36
862 rest 9
862 first 347
863 comment 864
863 label 1140
863 type 26
863 subPropertyOf 330
863 isDefinedBy 3
865 subClassOf 66
865 type 68
865 subClassOf 429
865 label 1173
865 subClassOf 692
865 isDefinedBy 3
866 type 174
866 distinctMembers 962
867 first 225
867 rest 9
870 rest 9
870 first 86
872 rest 924
872 first 480
873 type 43
873 rest 9
873 first 1280
875 first 32
875 rest 475
882 first 261
882 rest 9
883 rest 867
883 first 49
885 onClass 314
885 onProperty 894
885 maxQualifiedCardinality 188
885 type 232
886 isDefinedBy 3
886 type 26
886 range 12
886 domain 38
886 comment 1054
886 type 99
889 first 593
889 rest 9
894 isDefinedBy 3
894 type 7
894 domain 1011
894 range 314
896 distinctMembers 543
896 type 174
900 label 901
900 type 37
900 type 198
900 type 304
900 isDefinedBy 3
900 seeAlso 1255
905 domain 86
905 type 99
905 type 26
905 isDefinedBy 3
905 range 125
908 type 198
908 isDefinedBy 3
908 type 37
908 label 1272
908 type 211
910 first 53
910 rest 9
911 first 333
911 rest 247
912 label 913
912 type 198
912 type 37
912 type 211
912 isDefinedBy 3
915 isDefinedBy 3
915 label 1096
915 type 68
915 subClassOf 95
918 first 885
918 rest 9
920 type 183
920 type 198
920 label 1071
920 type 37
920 isDefinedBy 3
921 rest 349
921 first 929
922 rest 605
922 first 411
923 rest 1028
923 first 252
924 rest 9
924 first 633
926 rest 100
926 first 348
927 rest 889
927 first 294
929 type 198
929 type 37
929 type 211
929 isDefinedBy 3
929 label 1273
935 rest 811
935 first 588
939 someValuesFrom 279
939 onProperty 393
939 type 232
945 subClassOf 63
945 isDefinedBy 3
945 comment 1024
945 label 1251
945 type 68
945 seeAlso 64
946 first 76
946 rest 922
947 distinctMembers 631
947 type 174
950 type 174
950 distinctMembers 402
962 rest 80
962 first 687
963 rest 215
963 first 179
964 type 26
966 range 452
966 comment 1058
966 isDefinedBy 3
966 type 7
966 domain 261
975 rest 976
975 first 32
976 rest 9
976 first 526
978 first 855
978 rest 751
980 type 7
980 isDefinedBy 3
980 domain 333
980 comment 1287
982 first 116
982 rest 9
983 type 198
983 isDefinedBy 3
983 type 37
983 type 211
983 label 1206
986 first 534
986 rest 1063
989 rest 65
989 first 32
990 subPropertyOf 330
990 comment 1113
990 type 26
990 isDefinedBy 3
992 range 88
992 type 26
992 domain 261
992 isDefinedBy 3
992 comment 1240
992 type 99
993 isDefinedBy 3
993 type 7
993 range 523
993 domain 523
995 comment 996
995 domain 406
995 isDefinedBy 3
995 type 7
995 range 68
1000 first 32
1000 rest 8
1002 type 7
1003 rest 822
1003 first 406
1004 isDefinedBy 3
1004 type 7
1004 domain 181
1007 rest 9
1007 first 32
1008 type 198
1008 isDefinedBy 3
1008 label 1163
1008 type 37
1008 type 211
1011 type 68
1011 intersectionOf 1062
1014 range 207
1014 isDefinedBy 3
1014 type 7
1014 domain 104
1016 rest 9
1016 first 531
1020 type 68
1020 subClassOf 546
1020 isDefinedBy 3
1020 label 1263
1028 first 273
1028 rest 255
1032 type 174
1032 distinctMembers 664
1033 isDefinedBy 3
1033 type 7
1033 domain 645
1042 first 687
1042 rest 114
1045 type 7
1046 first 121
1046 rest 502
1048 unionOf 724
1048 type 68
1062 first 676
1062 rest 883
1063 first 430
1063 rest 765
1068 domain 83
1068 isDefinedBy 3
1068 type 26
1068 range 12
1068 comment 1246
1073 type 68
1073 intersectionOf 45
1085 type 259
1094 type 174
1094 distinctMembers 1117
1102 rest 9
1102 first 86
1108 rest 918
1108 first 74
1112 first 443
1112 rest 9
1117 first 348
1117 rest 1016
1139 first 548
1139 rest 9
1150 type 68
1164 rest 616
1164 first 32
1183 type 259
1231 rest 1139
1231 first 224
1239 first 900
1239 rest 1231
1249 first 285
1249 rest 712
1313 distinctMembers 627
1313 type 174
